DATO,DISTRIKTSTYPE,Bydel,Born,Famtype,Antal,FAMTYP
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Østerbro,Familier med 2 børn,Enlig kvinde,7,122
20160331,Bydele,Østerbro,Familier med 3 børn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Østerbro,Familier med 3 børn,Par samlevende og samboende,5,162
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,41,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,131,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,413,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,534,121
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,36,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,34,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,32,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,37,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,19,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,3,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,16,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,3,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig mand,1,112
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,5,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,64,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,8,141
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,96,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,310,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,255,121
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,49,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,5,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,13,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,18,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,9,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,2,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,20,131
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,61,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,156,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,134,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,17,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,24,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,13,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,12,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,9,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,7,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,37,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,159,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,428,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,452,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,38,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,33,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,14,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,42,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,29,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,23,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,4,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,11,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,3,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,2,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,131
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,2,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,23,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,36,121
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,16,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,16,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,272,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,417,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,4,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,1,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,2,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,2,131
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,38,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,413,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,441,121
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,80,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,128,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,443,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,514,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,2,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,39,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,56,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,7,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,11,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,69,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,60,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,21,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,5,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,20,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,23,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,6,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,3,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,8,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,7,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,40,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,71,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,304,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,288,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,19,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,20,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,4,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,6,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,48,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,32,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,1,152
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,5,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,3,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,15,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,12,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,3,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,3,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,41,131
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,114,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,388,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,385,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,11,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,35,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,43,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,8,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,31,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,39,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,21,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,22,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,13,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,5,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,2,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,30,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,2,141
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,84,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,382,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,372,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,36,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,13,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,32,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,32,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,4,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,1,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,10,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,5,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,2,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,2,132
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,45,131
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,107,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,294,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,308,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,26,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,31,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,5,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,10,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,25,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,37,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,16,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig mand,2,112
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,14,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,10,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,5,162
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,25,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,141
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,136,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,356,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,375,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,21,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,30,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,2,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,4,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,26,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,16,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,14,122
20160331,Bydele,Nørrebro,Familier med 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med 3 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Par samlevende og samboende,1,162
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier med over 3 børn,Ægtepar og reg. partnere,1,132
20160331,Bydele,Nørrebro,Familier med over 3 børn,Enlig kvinde,1,122
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,37,131
20160331,Bydele,Nørrebro,Familier uden børn,Ægtepar og reg. partnere,1,151
20160331,Bydele,Nørrebro,Familier uden børn,Par samlevende og samboende,65,171
20160331,Bydele,Nørrebro,Familier uden børn,Enlig mand,292,111
20160331,Bydele,Nørrebro,Familier uden børn,Enlig kvinde,238,121
20160331,Bydele,Nørrebro,Familier uden børn,Ikke hjemmeboende børn,1,183
20160331,Bydele,Nørrebro,Familier med 1 barn,Ægtepar og reg. partnere,24,132
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,21,162
20160331,Bydele,Nørrebro,Familier med 1 barn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig mand,9,112
20160331,Bydele,Nørrebro,Familier med 1 barn,Enlig kvinde,34,122
20160331,Bydele,Nørrebro,Familier med 2 børn,Ægtepar og reg. partnere,15,132
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,11,162
20160331,Bydele,Nørrebro,Familier med 2 børn,Par samlevende og samboende,1,172
20160331,Bydele,Nørrebro,Familier med 2 børn,Enlig kvinde,11,122
